,age,gender,race,driving_experience,education,income,credit_score,vehicle_ownership,vehicle_year,married,children,annual_mileage,vehicle_type,speeding_violations,DUIs,past_accidents,outcome
5885,16-25,female,majority,0-9y,university,middle class,0.5799325036909065,True,before 2015,False,False,13000.0,sedan,0,0,0,True
5886,26-39,female,majority,10-19y,high school,working class,0.4464963868663439,False,before 2015,False,True,11000.0,sedan,2,1,0,False
5887,65+,male,majority,10-19y,high school,middle class,0.4916750670245821,False,before 2015,True,True,11000.0,sedan,2,0,3,False
5888,26-39,male,majority,10-19y,none,poverty,0.3988065653853319,False,before 2015,True,False,8000.0,sedan,4,0,0,True
5889,40-64,male,majority,20-29y,none,working class,0.4099410441027335,True,before 2015,True,True,4000.0,sports car,8,0,4,False
5890,65+,female,majority,30y+,high school,working class,0.3818468667605141,False,before 2015,False,True,9000.0,sedan,5,1,3,False
5891,65+,male,majority,30y+,university,upper class,0.5139334207398141,True,before 2015,True,True,11697.003206900365,sedan,2,0,3,False
5892,26-39,female,majority,0-9y,high school,working class,0.4201886962009328,False,after 2015,True,True,9000.0,sedan,0,0,0,True
5893,65+,female,majority,0-9y,university,upper class,0.4970074849755552,True,before 2015,True,True,9000.0,sedan,0,0,0,False
5894,40-64,female,majority,20-29y,high school,upper class,0.7605640673271528,True,after 2015,True,False,11697.003206900365,sedan,0,0,1,False
5895,26-39,female,majority,0-9y,university,upper class,0.6966064948387024,False,after 2015,True,False,14000.0,sedan,0,0,0,False
5896,40-64,female,majority,20-29y,high school,middle class,0.5668679085048838,True,before 2015,True,True,14000.0,sports car,1,1,1,False
5897,16-25,male,majority,0-9y,university,working class,0.3784484074982317,True,before 2015,False,False,17000.0,sedan,0,0,0,True
5898,16-25,female,majority,0-9y,high school,working class,0.6121340347986063,False,before 2015,False,False,13000.0,sedan,0,0,0,False
5899,40-64,female,majority,20-29y,university,upper class,0.6781610551812627,True,after 2015,True,True,6000.0,sedan,6,0,1,False
5900,16-25,male,majority,0-9y,high school,working class,0.3921555900589169,True,before 2015,False,False,15000.0,sedan,0,0,0,False
5901,65+,male,minority,10-19y,university,upper class,0.7840683503746512,True,before 2015,True,True,8000.0,sedan,2,0,2,False
5902,40-64,female,majority,20-29y,high school,upper class,0.6473229117194416,True,before 2015,True,True,11000.0,sedan,5,0,5,False
5903,40-64,male,majority,20-29y,high school,middle class,0.6460072898355432,True,before 2015,False,False,16000.0,sedan,0,0,3,False
5904,16-25,female,majority,0-9y,high school,poverty,0.4698879863696998,True,before 2015,False,True,13000.0,sedan,0,0,0,False
5905,40-64,female,majority,20-29y,high school,middle class,0.6033954675394301,True,after 2015,True,True,9000.0,sedan,1,0,0,False
5906,16-25,female,majority,0-9y,high school,middle class,0.6062851093087311,True,after 2015,True,True,9000.0,sedan,0,0,0,False
5907,65+,male,majority,20-29y,high school,upper class,0.6575798082929756,True,before 2015,True,True,11000.0,sedan,2,2,3,False
5908,40-64,female,majority,0-9y,none,poverty,0.2246179542829269,False,before 2015,False,True,13000.0,sedan,0,0,0,True
5909,16-25,male,majority,0-9y,high school,poverty,0.3548520408825502,False,before 2015,True,True,9000.0,sedan,0,0,0,True
5910,16-25,male,majority,0-9y,high school,middle class,0.5236585383213972,True,before 2015,True,False,14000.0,sedan,0,0,0,True
5911,26-39,female,majority,10-19y,high school,working class,0.4319292841168608,False,before 2015,True,True,13000.0,sedan,1,0,0,False
5912,16-25,female,majority,0-9y,university,middle class,0.5542039032649119,False,after 2015,False,False,11000.0,sedan,0,0,0,True
5913,40-64,female,majority,20-29y,university,middle class,0.5826768633485728,True,before 2015,False,True,10000.0,sedan,2,1,0,False
5914,16-25,female,majority,0-9y,high school,poverty,0.2270452622025005,True,before 2015,False,False,14000.0,sedan,0,0,0,False
5915,26-39,female,majority,10-19y,high school,poverty,0.4272432176271041,False,before 2015,False,True,12000.0,sedan,3,0,0,True
5916,26-39,male,majority,10-19y,high school,middle class,0.615030453397865,True,before 2015,False,True,9000.0,sedan,2,1,3,False
5917,26-39,female,majority,10-19y,university,upper class,0.7889633807472475,True,before 2015,True,True,8000.0,sedan,0,0,2,False
5918,40-64,male,majority,0-9y,high school,middle class,0.4324807159905321,True,before 2015,False,True,11697.003206900365,sedan,0,0,0,True
5919,16-25,female,majority,0-9y,university,poverty,0.2818370783216598,False,before 2015,False,False,11697.003206900365,sports car,0,0,0,True
5920,16-25,female,majority,0-9y,university,working class,0.3982778867962707,True,after 2015,False,True,11697.003206900365,sedan,0,0,0,False
5921,65+,female,majority,30y+,high school,middle class,0.4631299020210217,True,before 2015,True,True,12000.0,sports car,1,1,1,False
5922,40-64,female,majority,20-29y,university,upper class,0.6179059580876206,True,after 2015,False,True,12000.0,sedan,0,0,2,False
5923,26-39,female,majority,0-9y,university,upper class,0.5559935904541665,True,after 2015,True,True,10000.0,sedan,0,0,0,True
5924,65+,female,minority,30y+,high school,upper class,0.72684786771411,True,before 2015,True,True,10000.0,sedan,3,1,3,False
5925,16-25,female,minority,0-9y,high school,working class,0.5952200613739393,True,before 2015,False,False,14000.0,sports car,0,0,0,True
5926,40-64,male,majority,10-19y,university,upper class,0.4749769581771188,True,after 2015,True,False,12000.0,sedan,2,0,1,False
5927,65+,male,majority,30y+,high school,upper class,0.6325632210270822,True,before 2015,True,False,14000.0,sedan,12,0,1,False
5928,26-39,male,majority,10-19y,university,upper class,0.487077886333249,True,before 2015,True,True,11000.0,sedan,1,0,2,True
5929,65+,female,majority,30y+,university,upper class,0.6792196784305438,True,before 2015,False,False,14000.0,sedan,2,1,4,False
5930,40-64,female,majority,20-29y,none,working class,0.3685388519924869,True,before 2015,True,True,12000.0,sedan,0,0,1,False
5931,65+,male,minority,10-19y,none,working class,0.4319292841168608,False,before 2015,True,True,12000.0,sedan,2,0,3,False
5932,65+,male,majority,10-19y,university,upper class,0.597930261239771,False,after 2015,True,True,8000.0,sedan,1,1,2,False
5933,26-39,female,majority,10-19y,high school,working class,0.3290069975625745,True,before 2015,True,False,13000.0,sedan,4,0,1,False
5934,26-39,female,majority,10-19y,none,poverty,0.5720190012201976,True,before 2015,False,False,17000.0,sedan,0,0,1,True
5935,16-25,male,majority,0-9y,none,poverty,0.4486251557238624,False,after 2015,False,False,15000.0,sedan,0,0,0,False
5936,65+,female,majority,30y+,university,upper class,0.5636668854459116,True,after 2015,False,True,14000.0,sedan,3,0,0,False
5937,26-39,female,majority,10-19y,high school,working class,0.5740703427625669,False,before 2015,False,True,11697.003206900365,sedan,0,0,1,False
5938,26-39,male,majority,10-19y,university,middle class,0.5601355746697445,False,before 2015,True,True,9000.0,sedan,0,0,3,False
5939,16-25,male,majority,0-9y,university,upper class,0.5316142276694357,True,after 2015,False,False,15000.0,sedan,0,0,0,False
5940,40-64,female,majority,20-29y,high school,upper class,0.5065479620081467,True,after 2015,True,True,14000.0,sedan,0,0,3,False
5941,40-64,male,majority,10-19y,none,middle class,0.4517846632422784,False,before 2015,True,False,13000.0,sedan,0,0,1,False
5942,26-39,female,majority,10-19y,none,middle class,0.5667507946435171,False,before 2015,False,True,13000.0,sedan,1,0,1,False
5943,65+,female,majority,10-19y,high school,upper class,0.7656532226479698,True,after 2015,True,True,14000.0,sedan,0,0,0,False
5944,65+,female,majority,30y+,high school,upper class,0.6131527816300589,True,before 2015,True,True,10000.0,sedan,1,1,1,False
5945,40-64,female,majority,0-9y,university,upper class,0.613826977680088,True,before 2015,True,True,13000.0,sedan,0,0,0,False
5946,26-39,male,majority,10-19y,high school,working class,0.520361933319309,False,before 2015,True,True,11000.0,sedan,8,1,0,True
5947,16-25,male,majority,0-9y,none,poverty,0.2912171614439346,False,after 2015,False,False,15000.0,sedan,0,0,0,False
5948,26-39,male,majority,10-19y,high school,upper class,0.6143091187985138,True,before 2015,False,True,16000.0,sedan,0,1,1,False
5949,65+,male,majority,30y+,university,upper class,0.4929097912257744,True,after 2015,False,True,14000.0,sedan,0,0,3,False
5950,40-64,male,minority,10-19y,university,upper class,0.5905539391443677,True,after 2015,False,True,7000.0,sedan,4,0,1,True
5951,65+,male,majority,20-29y,university,upper class,0.6287561730711299,True,before 2015,True,True,7000.0,sedan,3,1,9,False
5952,40-64,male,majority,0-9y,high school,upper class,0.6036277666982275,True,after 2015,True,True,8000.0,sedan,0,0,0,False
5953,26-39,female,majority,10-19y,high school,working class,0.3715865728965999,False,before 2015,True,True,11000.0,sedan,1,2,0,True
5954,16-25,female,majority,0-9y,high school,middle class,0.4881438891213016,True,before 2015,True,False,10000.0,sedan,0,0,0,False
5955,40-64,female,majority,10-19y,high school,working class,0.5575721093560834,True,before 2015,False,True,11000.0,sedan,1,0,0,False
5956,16-25,female,majority,0-9y,none,poverty,0.3264579937281718,False,before 2015,False,False,12000.0,sedan,0,0,0,True
5957,26-39,male,majority,10-19y,high school,working class,0.4258439631405441,True,before 2015,False,False,14000.0,sedan,0,1,2,False
5958,40-64,female,majority,20-29y,high school,upper class,0.7795065148716414,True,before 2015,False,True,12000.0,sedan,1,0,1,False
5959,16-25,male,majority,0-9y,none,poverty,0.34833133094379165,True,before 2015,False,False,12000.0,sedan,0,0,0,True
5960,65+,female,majority,20-29y,university,upper class,0.613826977680088,True,after 2015,True,True,13000.0,sedan,4,0,1,False
5961,26-39,female,majority,10-19y,university,upper class,0.4846411600523535,True,before 2015,True,True,8000.0,sports car,1,0,1,False
5962,65+,male,majority,10-19y,university,upper class,0.7896970696998267,True,after 2015,True,True,6000.0,sedan,4,0,1,False
5963,16-25,female,majority,0-9y,high school,poverty,0.2424003611667906,True,before 2015,True,False,11000.0,sedan,0,0,0,True
5964,26-39,male,majority,0-9y,none,working class,0.1597997577289595,True,before 2015,True,True,11000.0,sedan,0,0,0,True
5965,40-64,female,majority,20-29y,university,upper class,0.578141860005645,True,before 2015,True,True,11000.0,sedan,3,1,1,False
5966,16-25,male,majority,0-9y,university,middle class,0.3891654356598959,True,before 2015,False,False,13000.0,sedan,0,0,0,False
5967,65+,female,majority,0-9y,university,upper class,0.5495982093884995,False,after 2015,False,True,12000.0,sedan,0,0,0,True
5968,40-64,female,majority,20-29y,high school,upper class,0.6347520505605626,True,after 2015,False,True,13000.0,sedan,0,1,1,False
5969,40-64,male,minority,20-29y,high school,middle class,0.5400961168528494,True,after 2015,False,True,14000.0,sedan,0,0,2,False
5970,65+,female,majority,20-29y,university,upper class,0.7337520945037399,True,after 2015,False,True,16000.0,sedan,0,0,1,False
5971,65+,male,majority,0-9y,high school,upper class,0.5702930111850311,True,after 2015,True,False,15000.0,sedan,0,0,0,False
5972,40-64,male,majority,10-19y,university,upper class,0.4731626917961498,False,after 2015,True,True,11000.0,sedan,2,0,1,True
5973,40-64,female,minority,0-9y,none,upper class,0.4961001371598092,True,after 2015,True,False,14000.0,sedan,0,0,0,False
5974,16-25,female,majority,0-9y,none,poverty,0.3814843303206452,True,before 2015,False,False,13000.0,sedan,0,0,0,True
5975,26-39,male,majority,10-19y,university,working class,0.506732545026241,False,before 2015,False,False,11697.003206900365,sedan,0,3,2,False
5976,26-39,female,majority,0-9y,high school,upper class,0.5166292248757678,True,after 2015,False,True,14000.0,sedan,0,0,0,False
5977,26-39,female,majority,0-9y,high school,middle class,0.53871249386506,True,before 2015,False,True,13000.0,sedan,0,0,0,False
5978,40-64,male,majority,0-9y,university,upper class,0.7465386189361777,True,before 2015,True,True,9000.0,sedan,0,0,0,True
5979,65+,female,majority,10-19y,high school,upper class,0.6971250545224917,True,after 2015,True,True,13000.0,sedan,0,0,1,False
5980,26-39,female,majority,0-9y,high school,middle class,0.6510711524615646,False,before 2015,True,True,10000.0,sedan,0,0,0,True
5981,40-64,male,minority,20-29y,university,middle class,0.5528164567089305,False,before 2015,False,True,17000.0,sedan,3,0,2,False
5982,65+,male,majority,10-19y,university,upper class,0.613826977680088,True,before 2015,True,True,9000.0,sedan,10,0,2,True
5983,40-64,female,majority,20-29y,none,upper class,0.7014907761446307,True,before 2015,True,True,9000.0,sedan,2,0,2,False
5984,40-64,male,majority,20-29y,high school,middle class,0.5853750508670569,True,before 2015,False,True,15000.0,sedan,2,0,2,False
5985,26-39,female,majority,10-19y,none,working class,0.5123501239909536,True,before 2015,False,True,16000.0,sedan,1,0,0,False
5986,40-64,male,majority,20-29y,university,upper class,0.496045020174952,False,after 2015,True,True,7000.0,sedan,5,0,2,False
5987,26-39,male,majority,10-19y,none,poverty,0.3942314948079178,False,before 2015,False,False,11697.003206900365,sports car,2,1,1,True
5988,16-25,male,majority,0-9y,high school,poverty,0.3489212338027023,False,before 2015,False,True,11697.003206900365,sedan,0,0,0,True
5989,16-25,male,majority,0-9y,high school,poverty,0.4111577555058825,False,before 2015,False,False,15000.0,sedan,0,0,0,True
5990,40-64,male,majority,20-29y,university,upper class,0.613826977680088,True,after 2015,True,True,8000.0,sedan,4,0,0,False
5991,65+,male,majority,10-19y,high school,upper class,0.5825670543060854,True,before 2015,True,True,9000.0,sedan,6,0,1,True
5992,26-39,male,majority,10-19y,university,upper class,0.6707447711024594,True,before 2015,False,True,12000.0,sedan,3,0,2,False
5993,16-25,male,majority,0-9y,university,middle class,0.5642340865253003,True,before 2015,True,False,12000.0,sedan,0,0,0,True
5994,16-25,male,majority,0-9y,none,poverty,0.34833133094379165,False,before 2015,False,False,12000.0,sedan,0,0,0,True
5995,16-25,female,majority,0-9y,none,poverty,0.4011841772135012,True,before 2015,False,True,11000.0,sedan,0,0,0,False
5996,26-39,female,minority,10-19y,high school,working class,0.4284905011321014,False,before 2015,False,False,12000.0,sedan,1,0,0,False
5997,26-39,female,minority,0-9y,none,middle class,0.5054556403740585,True,after 2015,False,False,14000.0,sedan,0,0,0,False
5998,40-64,female,majority,20-29y,none,middle class,0.3806910508101889,True,before 2015,True,False,14000.0,sedan,2,0,1,True
5999,65+,female,majority,30y+,high school,upper class,0.7576248110302851,True,after 2015,True,True,12000.0,sedan,0,1,1,False
6000,16-25,male,majority,0-9y,university,poverty,0.34833133094379165,False,before 2015,False,False,14000.0,sedan,0,0,0,True
6001,26-39,female,majority,10-19y,university,upper class,0.6945963049143813,True,before 2015,False,True,13000.0,sedan,0,1,0,False
6002,26-39,female,majority,10-19y,university,middle class,0.3390782143500865,False,before 2015,False,True,11000.0,sedan,2,0,0,False
6003,26-39,male,majority,10-19y,university,upper class,0.6344130362476522,False,before 2015,False,False,10000.0,sedan,2,0,0,True
6004,40-64,female,majority,20-29y,university,upper class,0.560313721776477,True,before 2015,True,True,8000.0,sedan,2,0,2,False
6005,40-64,male,majority,20-29y,university,upper class,0.4576822397720842,True,before 2015,False,False,13000.0,sedan,4,0,6,False
6006,65+,male,majority,20-29y,university,upper class,0.6032711170547711,True,after 2015,False,True,11000.0,sedan,8,3,0,False
6007,40-64,male,majority,20-29y,high school,working class,0.3808724962351173,False,before 2015,False,True,12000.0,sedan,2,1,0,False
6008,65+,male,majority,30y+,university,upper class,0.5101936649397247,False,after 2015,True,False,10000.0,sedan,9,0,6,False
6009,16-25,male,majority,0-9y,high school,upper class,0.4517428471098496,True,after 2015,True,False,11000.0,sedan,0,0,0,True
6010,26-39,male,majority,10-19y,high school,working class,0.5265349114410769,True,before 2015,False,False,14000.0,sedan,0,0,2,False
6011,16-25,female,majority,0-9y,none,poverty,0.4455332144904101,True,before 2015,False,False,9000.0,sedan,0,0,0,False
6012,40-64,female,majority,20-29y,university,upper class,0.6998495859148368,True,before 2015,False,False,12000.0,sedan,7,1,0,False
6013,16-25,female,majority,0-9y,high school,poverty,0.2859511282028409,False,before 2015,False,True,11697.003206900365,sedan,0,0,0,True
6014,65+,female,majority,30y+,university,upper class,0.613826977680088,True,after 2015,True,True,9000.0,sedan,9,2,0,False
6015,40-64,male,minority,20-29y,high school,upper class,0.5824975869671862,True,after 2015,True,False,10000.0,sedan,3,0,2,False
6016,65+,female,majority,0-9y,university,upper class,0.5073403294926696,False,before 2015,True,True,11000.0,sedan,0,0,0,True
6017,65+,male,majority,10-19y,university,upper class,0.5528902169259813,True,before 2015,True,True,9000.0,sedan,2,1,5,False
6018,26-39,male,majority,0-9y,high school,working class,0.4689000702579813,True,before 2015,True,True,7000.0,sedan,0,0,0,False
6019,26-39,male,majority,10-19y,high school,working class,0.3259248427333523,False,before 2015,False,False,13000.0,sedan,0,0,4,False
6020,16-25,female,majority,0-9y,none,poverty,0.3763256814265252,True,before 2015,False,False,16000.0,sedan,0,0,0,False
6021,26-39,female,majority,0-9y,high school,upper class,0.6428990696502471,True,before 2015,False,False,10000.0,sedan,0,0,0,True
6022,26-39,female,majority,10-19y,university,middle class,0.5581555362878732,False,after 2015,False,True,10000.0,sedan,0,0,1,False
6023,26-39,male,majority,0-9y,high school,middle class,0.3884420515433392,True,before 2015,False,True,12000.0,sedan,0,0,0,True
6024,40-64,female,majority,0-9y,university,upper class,0.6876975534249411,True,after 2015,True,True,9000.0,sedan,0,0,0,False
6025,40-64,female,majority,0-9y,university,upper class,0.6694023811378864,True,before 2015,True,True,10000.0,sedan,0,0,0,True
6026,16-25,female,majority,0-9y,high school,poverty,0.34833133094379165,False,before 2015,False,False,11697.003206900365,sedan,0,0,0,True
6027,40-64,female,majority,20-29y,high school,upper class,0.621404881258166,True,after 2015,False,True,8000.0,sedan,4,1,3,False
6028,65+,female,majority,30y+,university,upper class,0.5533812550894135,True,after 2015,True,True,11697.003206900365,sedan,2,2,3,False
6029,16-25,female,majority,0-9y,none,poverty,0.3543835237013797,True,before 2015,True,False,13000.0,sedan,0,0,0,True
6030,40-64,female,majority,20-29y,university,middle class,0.3459138353587543,False,before 2015,False,False,14000.0,sedan,1,0,1,False
6031,16-25,male,majority,0-9y,high school,poverty,0.0608666163116088,True,before 2015,False,False,12000.0,sedan,0,0,0,True
6032,16-25,male,minority,0-9y,none,poverty,0.4125268753132208,False,before 2015,False,False,16000.0,sedan,0,0,0,True
6033,65+,female,majority,10-19y,university,upper class,0.5866381174007745,True,before 2015,False,True,11697.003206900365,sedan,1,0,0,False
6034,40-64,female,majority,20-29y,none,middle class,0.5184003943552707,False,before 2015,True,True,12000.0,sedan,0,1,4,False
6035,26-39,female,majority,10-19y,none,working class,0.5383930458191597,True,before 2015,True,True,12000.0,sedan,0,0,0,False
6036,40-64,male,majority,20-29y,university,middle class,0.7001759547090198,False,before 2015,True,True,8000.0,sedan,2,0,5,False
6037,26-39,male,majority,0-9y,university,upper class,0.5410847412243212,True,before 2015,False,False,14000.0,sedan,0,0,0,True
6038,16-25,male,minority,0-9y,none,poverty,0.21872019835535,True,after 2015,False,False,15000.0,sedan,0,0,0,True
6039,26-39,male,majority,10-19y,university,upper class,0.6949487338611865,True,before 2015,True,True,9000.0,sedan,1,0,0,False
6040,26-39,male,majority,10-19y,high school,working class,0.3966075387693641,True,before 2015,False,True,10000.0,sedan,4,0,0,False
6041,65+,male,majority,30y+,university,upper class,0.5645675373227422,True,before 2015,True,True,12000.0,sedan,2,1,4,False
6042,40-64,male,majority,20-29y,university,upper class,0.478804710369568,False,before 2015,True,True,9000.0,sedan,0,0,4,False
6043,40-64,female,majority,0-9y,university,middle class,0.8370332348694886,False,after 2015,True,True,11000.0,sedan,0,0,0,False
6044,40-64,female,majority,10-19y,university,upper class,0.5171903559665946,True,before 2015,True,True,9000.0,sedan,2,0,0,False
6045,65+,female,majority,0-9y,high school,upper class,0.4385062570849869,True,after 2015,True,True,8000.0,sedan,0,0,0,False
6046,26-39,male,majority,0-9y,none,middle class,0.417634288834272,True,before 2015,True,True,10000.0,sedan,0,0,0,False
6047,16-25,male,majority,0-9y,university,upper class,0.660212050784453,True,before 2015,False,False,14000.0,sedan,0,0,0,True
6048,65+,male,majority,30y+,high school,upper class,0.5930830824927896,True,before 2015,True,True,8000.0,sedan,5,1,8,False
6049,65+,male,majority,10-19y,university,upper class,0.6467573927310968,True,after 2015,True,True,11000.0,sedan,0,1,1,False
6050,40-64,female,majority,20-29y,high school,middle class,0.5535601281630852,True,before 2015,False,True,12000.0,sedan,0,0,1,False
6051,26-39,male,majority,10-19y,none,poverty,0.4394514155216835,False,after 2015,False,False,14000.0,sports car,0,0,0,True
6052,26-39,male,majority,10-19y,university,upper class,0.613826977680088,False,before 2015,False,False,15000.0,sedan,0,1,1,True
6053,40-64,male,majority,20-29y,high school,upper class,0.613826977680088,True,after 2015,True,True,13000.0,sedan,2,0,1,False
6054,65+,male,majority,30y+,high school,upper class,0.6346912841631321,True,before 2015,False,True,11000.0,sedan,7,2,4,False
6055,26-39,male,majority,10-19y,university,middle class,0.5488353569488432,True,before 2015,False,False,18000.0,sedan,1,0,1,False
6056,16-25,female,majority,0-9y,high school,middle class,0.4121428969073713,False,before 2015,False,True,17000.0,sedan,0,0,0,True
6057,26-39,male,majority,0-9y,university,upper class,0.6758723453150435,True,before 2015,True,True,13000.0,sedan,0,0,0,True
6058,65+,male,majority,30y+,university,upper class,0.6438163735226072,True,before 2015,True,True,5000.0,sedan,6,0,12,False
6059,26-39,female,minority,10-19y,high school,upper class,0.613826977680088,True,before 2015,True,True,6000.0,sedan,1,2,0,False
6060,40-64,female,majority,10-19y,high school,working class,0.4242643876306988,True,before 2015,False,True,9000.0,sedan,1,0,0,True
6061,16-25,female,majority,0-9y,high school,poverty,0.2469181726215315,False,before 2015,False,False,12000.0,sedan,0,0,0,True
6062,40-64,female,majority,0-9y,high school,middle class,0.5236585383213972,True,after 2015,False,True,15000.0,sedan,0,0,0,False
6063,65+,female,majority,10-19y,university,upper class,0.613826977680088,True,before 2015,True,True,12000.0,sedan,0,1,1,False
6064,65+,female,majority,30y+,high school,upper class,0.6138910760024067,True,after 2015,True,True,11697.003206900365,sedan,2,0,0,False
6065,26-39,male,majority,0-9y,none,working class,0.4549298945653736,True,before 2015,True,True,11000.0,sedan,0,0,0,True
6066,16-25,male,majority,0-9y,high school,poverty,0.3758859383803031,False,before 2015,False,False,11697.003206900365,sedan,0,0,0,True
6067,16-25,male,majority,0-9y,university,middle class,0.4782850721464217,True,before 2015,True,False,15000.0,sedan,0,0,0,False
6068,40-64,male,majority,20-29y,university,upper class,0.5370148267220706,True,before 2015,True,True,4000.0,sedan,13,0,2,False
6069,16-25,male,majority,0-9y,high school,middle class,0.3820569054258049,True,before 2015,False,False,17000.0,sedan,0,0,0,True
6070,40-64,female,majority,20-29y,high school,middle class,0.3802025577639479,True,before 2015,True,True,11000.0,sedan,3,0,2,False
6071,16-25,male,majority,0-9y,university,middle class,0.6057513265918287,True,after 2015,True,True,8000.0,sedan,0,0,0,False
6072,65+,male,minority,20-29y,high school,upper class,0.7123218578450321,True,before 2015,False,True,13000.0,sedan,3,0,4,False
6073,40-64,female,majority,20-29y,high school,upper class,0.6727438741294436,True,before 2015,True,False,15000.0,sedan,1,0,0,False
6074,40-64,female,majority,0-9y,university,upper class,0.4822812248557766,True,after 2015,False,True,11000.0,sedan,0,0,0,False
6075,16-25,male,majority,0-9y,high school,working class,0.3791073032178336,False,after 2015,False,False,12000.0,sedan,0,0,0,True
6076,26-39,male,majority,10-19y,high school,upper class,0.7806924095404089,True,before 2015,False,False,14000.0,sedan,0,0,1,True
6077,40-64,male,majority,20-29y,high school,upper class,0.7612274339265259,True,after 2015,False,True,12000.0,sedan,10,0,2,False
6078,40-64,female,minority,20-29y,high school,upper class,0.6731139341682015,True,after 2015,True,True,7000.0,sedan,1,0,0,False
6079,40-64,male,majority,20-29y,university,upper class,0.6752004195481843,False,before 2015,True,True,12000.0,sedan,5,0,2,False
6080,16-25,female,majority,0-9y,high school,poverty,0.6503507350622071,False,before 2015,False,False,13000.0,sedan,0,0,0,True
6081,40-64,female,majority,20-29y,high school,upper class,0.7099480194463043,True,before 2015,True,True,10000.0,sedan,0,0,1,False
6082,26-39,female,majority,10-19y,university,upper class,0.7454201673636555,True,before 2015,True,True,13000.0,sedan,0,0,0,False
6083,40-64,female,majority,20-29y,high school,working class,0.4690905208181935,True,before 2015,True,True,3000.0,sedan,4,0,2,False
6084,40-64,female,minority,20-29y,university,upper class,0.6644962988533755,True,before 2015,True,True,11000.0,sedan,1,0,1,False
6085,65+,female,majority,30y+,high school,middle class,0.4633068402079281,True,after 2015,True,True,7000.0,sedan,2,1,1,False
6086,16-25,female,majority,0-9y,high school,middle class,0.5216683640376003,True,before 2015,True,True,11697.003206900365,sedan,0,0,0,True
6087,40-64,female,majority,10-19y,high school,upper class,0.6125447655033714,True,after 2015,True,False,9000.0,sedan,3,0,0,False
6088,40-64,male,majority,10-19y,high school,upper class,0.5290549281347546,True,after 2015,False,True,8000.0,sedan,2,1,3,False
6089,40-64,female,majority,10-19y,university,upper class,0.4880032225572524,True,before 2015,False,True,10000.0,sedan,2,0,1,False
6090,65+,female,majority,30y+,high school,upper class,0.6038175577620729,True,before 2015,True,True,8000.0,sedan,5,1,3,False
6091,16-25,male,majority,0-9y,university,working class,0.4522130268699688,False,before 2015,False,False,18000.0,sedan,0,0,0,True
6092,26-39,male,majority,10-19y,university,middle class,0.4252055414180356,True,after 2015,True,False,7000.0,sedan,4,0,0,False
6093,16-25,male,majority,0-9y,university,middle class,0.6128769381454237,True,after 2015,False,True,11697.003206900365,sedan,0,0,0,True
6094,26-39,female,minority,10-19y,university,middle class,0.5975154414339057,True,before 2015,False,True,14000.0,sedan,0,1,0,False
6095,16-25,female,majority,0-9y,university,working class,0.3147603326369699,False,before 2015,False,False,13000.0,sedan,0,0,0,True
6096,26-39,male,minority,10-19y,high school,poverty,0.4502587002597605,False,before 2015,False,False,15000.0,sedan,0,1,0,True
6097,65+,female,minority,0-9y,high school,upper class,0.6868348054365346,True,after 2015,True,True,15000.0,sedan,0,0,0,False
6098,40-64,female,majority,20-29y,high school,middle class,0.5236585383213972,True,before 2015,False,True,11000.0,sedan,6,0,2,False
6099,40-64,female,majority,20-29y,university,middle class,0.5487357488819309,True,before 2015,True,True,6000.0,sedan,6,0,2,False
6100,40-64,male,minority,10-19y,university,working class,0.4319292841168608,False,after 2015,False,True,11000.0,sedan,1,0,1,False
6101,26-39,male,majority,10-19y,none,poverty,0.34833133094379165,False,before 2015,False,False,14000.0,sedan,1,0,0,False
6102,16-25,male,majority,0-9y,none,poverty,0.2597680122744796,False,before 2015,False,False,12000.0,sedan,0,0,0,True
6103,65+,female,majority,30y+,high school,middle class,0.4401670910148754,True,before 2015,False,False,15000.0,sedan,4,0,2,False
6104,65+,female,majority,30y+,university,upper class,0.7149891993960711,True,after 2015,True,True,8000.0,sedan,9,0,1,False
6105,65+,male,majority,30y+,university,middle class,0.5353479404009623,True,after 2015,True,True,14000.0,sedan,7,0,2,False
6106,40-64,male,majority,20-29y,high school,upper class,0.4683824152098721,True,before 2015,True,True,11000.0,sedan,1,0,7,False
6107,65+,male,majority,20-29y,university,upper class,0.5076387987412974,True,before 2015,True,True,9000.0,sedan,1,0,4,False
6108,65+,female,majority,20-29y,university,upper class,0.7501966025444267,True,before 2015,True,True,11000.0,sedan,7,1,1,False
6109,40-64,male,majority,20-29y,high school,upper class,0.6927493545480369,True,before 2015,True,True,11697.003206900365,sedan,0,0,3,False
6110,65+,male,majority,0-9y,high school,upper class,0.5527414519128124,True,after 2015,False,True,11000.0,sedan,0,0,0,False
6111,40-64,male,majority,20-29y,none,upper class,0.7284303462206944,True,after 2015,False,True,13000.0,sedan,3,0,0,False
6112,40-64,male,majority,20-29y,university,middle class,0.6407637923865829,False,before 2015,False,True,13000.0,sedan,2,0,2,False
6113,26-39,female,majority,0-9y,university,upper class,0.4897946292904909,True,after 2015,True,True,10000.0,sedan,0,0,0,False
6114,26-39,male,majority,10-19y,university,middle class,0.3973993818926896,True,before 2015,True,True,11697.003206900365,sports car,1,0,1,False
6115,16-25,female,majority,0-9y,none,poverty,0.4455964170637228,False,before 2015,False,False,16000.0,sedan,0,0,0,True
