total.cost,lot.sale.days,overage,mileage,vehicle.type,domestic.import,vehicle.age,vehicle.age.group,color.set,makex,state,make.model
4314,153,YES,90776,FAMILY.MEDIUM,Domestic,7,SEVEN+,BLUE,OLDSMOBILE,FL,OLDSMOBILE.CUTLASS SUPREME
3460,96,YES,79649,LUXURY,Import,9,SEVEN+,SILVER,NISSAN,FL,NISSAN.SENTRA
5066,148,YES,89684,FAMILY.MEDIUM,Domestic,9,SEVEN+,GREEN,PONTIAC,FL,PONTIAC.GRAND PRIX
5571,93,YES,79243,FAMILY.MEDIUM,Domestic,6,SIX,BLUE,BUICK,FL,BUICK.REGAL
3788,185,YES,89136,FAMILY.MEDIUM,Domestic,9,SEVEN+,RED,CHEVROLET,FL,CHEVROLET.LUMINA
6148,141,YES,98842,FAMILY.MEDIUM,Import,7,SEVEN+,GOLD,OTHER,AZ,INFINITI.G20
6779,148,YES,44340,FAMILY.MEDIUM,Domestic,4,FOUR,GREEN,PLYMOUTH,AZ,PLYMOUTH.BREEZE
5041,179,YES,65227,FAMILY.MEDIUM,Domestic,6,SIX,BLUE,BUICK,FL,BUICK.CENTURY
4731,127,YES,69980,FAMILY.MEDIUM,Domestic,8,SEVEN+,BLUE,PONTIAC,FL,PONTIAC.GRAND AM
6167,224,YES,76607,FAMILY.MEDIUM,Domestic,6,SIX,BLUE,BUICK,AZ,BUICK.REGAL
4418,130,YES,72008,FAMILY.SMALL,Import,6,SIX,RED,GEO,AZ,GEO.PRIZM
4879,115,YES,71938,LUXURY,Import,5,FIVE,PURPLE,NISSAN,FL,NISSAN.SENTRA
4036,110,YES,76796,LUXURY,Import,6,SIX,GOLD,MAZDA,FL,MAZDA.PROTEGE
3308,120,YES,77501,LUXURY,Import,9,SEVEN+,GOLD,NISSAN,FL,NISSAN.SENTRA
6028,162,YES,78608,FAMILY.SMALL,Domestic,4,FOUR,BLUE,CHEVROLET,CA,CHEVROLET.PRIZM
4752,131,YES,81827,LUXURY,Import,8,SEVEN+,BLUE,HONDA,FL,HONDA.CIVIC
7274,163,YES,95561,FAMILY.MEDIUM,Import,5,FIVE,GREEN,MAZDA,CA,MAZDA.626
5330,151,YES,83807,FAMILY.LARGE,Domestic,6,SIX,BLUE,CHEVROLET,TX,CHEVROLET.LUMINA
4706,136,YES,86743,FAMILY.LARGE,Domestic,5,FIVE,WHITE,CHEVROLET,TX,CHEVROLET.LUMINA
4690,168,YES,92876,FAMILY.MEDIUM,Domestic,5,FIVE,GREEN,CHEVROLET,FL,CHEVROLET.LUMINA
5410,162,YES,82258,FAMILY.LARGE,Domestic,7,SEVEN+,GOLD,BUICK,FL,BUICK.LESABRE
7840,91,YES,108564,FAMILY.MEDIUM,Import,8,SEVEN+,SILVER,OTHER,AZ,INFINITI.Q45
4645,98,YES,88724,FAMILY.MEDIUM,Domestic,5,FIVE,WHITE,BUICK,FL,BUICK.LESABRE
2679,156,YES,60302,FAMILY.SMALL,Import,8,SEVEN+,BLUE,KIA,CA,KIA.SEPHIA
4615,161,YES,50157,FAMILY.LARGE,Domestic,6,SIX,WHITE,BUICK,TX,BUICK.CENTURY
6496,160,YES,72161,FAMILY.SMALL,Import,3,ONE-THREE,WHITE,MITSUBISHI,CA,MITSUBISHI.MIRAGE
5131,179,YES,54084,FAMILY.SMALL,Import,4,FOUR,WHITE,OTHER,TX,SUZUKI.ESTEEM
4141,108,YES,91307,FAMILY.MEDIUM,Import,8,SEVEN+,WHITE,TOYOTA,AZ,TOYOTA.COROLLA
4912,147,YES,66108,FAMILY.LARGE,Domestic,7,SEVEN+,WHITE,BUICK,TX,BUICK.CENTURY
6537,117,YES,68711,FAMILY.LARGE,Domestic,5,FIVE,GOLD,BUICK,TX,BUICK.CENTURY
4719,174,YES,78518,FAMILY.LARGE,Domestic,6,SIX,GREEN,CHEVROLET,CA,CHEVROLET.LUMINA
5648,112,YES,75884,FAMILY.MEDIUM,Domestic,6,SIX,RED,OLDSMOBILE,AZ,OLDSMOBILE.CUTLASS SUPREME
5498,151,YES,90899,LUXURY,Import,10,SEVEN+,SILVER,HONDA,FL,HONDA.ACCORD
4440,133,YES,73609,FAMILY.LARGE,Domestic,7,SEVEN+,BLUE,CHEVROLET,CA,CHEVROLET.LUMINA
4891,98,YES,92637,FAMILY.LARGE,Domestic,6,SIX,WHITE,OLDSMOBILE,TX,OLDSMOBILE.88
3958,99,YES,92385,FAMILY.MEDIUM,Domestic,6,SIX,GREEN,DODGE,AZ,DODGE.INTREPID
4816,122,YES,89106,FAMILY.MEDIUM,Domestic,8,SEVEN+,BLUE,BUICK,FL,BUICK.REGAL
5738,143,YES,55664,FAMILY.SMALL,Import,7,SEVEN+,GOLD,TOYOTA,CA,TOYOTA.COROLLA
4474,114,YES,80639,FAMILY.SMALL,Domestic,7,SEVEN+,RED,DODGE,CA,DODGE.NEON
4530,179,YES,55376,FAMILY.MEDIUM,Domestic,5,FIVE,RED,BUICK,AZ,BUICK.SKYLARK
6457,156,YES,43894,LUXURY,Import,9,SEVEN+,WHITE,HONDA,FL,HONDA.ACCORD
4907,128,YES,82698,ECONOMY,Import,4,FOUR,BLUE,MAZDA,GA,MAZDA.PROTEGE
4869,105,YES,79591,FAMILY.MEDIUM,Import,6,SIX,WHITE,NISSAN,AZ,NISSAN.SENTRA
4950,129,YES,73838,FAMILY.MEDIUM,Domestic,5,FIVE,GREEN,BUICK,FL,BUICK.LESABRE
6106,156,YES,87357,FAMILY.SMALL,Import,5,FIVE,BLUE,NISSAN,CA,NISSAN.SENTRA
3938,102,YES,48629,FAMILY.SMALL,Import,5,FIVE,WHITE,GEO,AZ,GEO.METRO
6046,112,YES,86266,FAMILY.MEDIUM,Domestic,6,SIX,PURPLE,PONTIAC,FL,PONTIAC.GRAND AM
4570,189,YES,104661,FAMILY.MEDIUM,Domestic,7,SEVEN+,GREEN,PONTIAC,FL,PONTIAC.GRAND PRIX
5238,106,YES,79667,FAMILY.SMALL,Import,7,SEVEN+,BLACK,TOYOTA,CA,TOYOTA.COROLLA
5545,158,YES,34138,FAMILY.SMALL,Domestic,2,ONE-THREE,WHITE,CHEVROLET,CA,CHEVROLET.METRO
5171,127,YES,39530,ECONOMY,Domestic,3,ONE-THREE,GREEN,FORD,TX,FORD.ESCORT
5578,146,YES,79998,FAMILY.LARGE,Domestic,7,SEVEN+,SILVER,BUICK,VA,BUICK.LESABRE
4242,120,YES,88069,FAMILY.MEDIUM,Domestic,9,SEVEN+,GOLD,PONTIAC,FL,PONTIAC.BONNEVILLE
5507,224,YES,99897,LUXURY,Import,9,SEVEN+,GOLD,HONDA,VA,HONDA.ACCORD
6428,177,YES,77866,FAMILY.MEDIUM,Import,7,SEVEN+,WHITE,MAZDA,GA,MAZDA.626
4741,113,YES,81568,FAMILY.LARGE,Domestic,6,SIX,GREEN,PONTIAC,CA,PONTIAC.GRAND PRIX
3889,197,YES,94833,FAMILY.MEDIUM,Domestic,6,SIX,WHITE,OLDSMOBILE,FL,OLDSMOBILE.CIERA
3677,100,YES,79325,FAMILY.SMALL,Domestic,7,SEVEN+,BLUE,DODGE,AZ,DODGE.NEON
5533,114,YES,21679,FAMILY.MEDIUM,Import,3,ONE-THREE,SILVER,KIA,AZ,KIA.SEPHIA
5450,192,YES,73518,FAMILY.SMALL,Domestic,7,SEVEN+,GREEN,PONTIAC,FL,PONTIAC.GRAND AM
4571,135,YES,96889,FAMILY.MEDIUM,Domestic,6,SIX,WHITE,BUICK,FL,BUICK.REGAL
4966,102,YES,101580,LUXURY,Import,6,SIX,PURPLE,NISSAN,FL,NISSAN.SENTRA
4503,143,YES,79186,FAMILY.MEDIUM,Domestic,6,SIX,WHITE,OLDSMOBILE,AZ,OLDSMOBILE.ACHIEVA
5029,115,YES,77184,LUXURY,Import,6,SIX,RED,TOYOTA,FL,TOYOTA.COROLLA
6553,101,YES,70633,FAMILY.MEDIUM,Domestic,6,SIX,GOLD,OLDSMOBILE,GA,OLDSMOBILE.CUTLASS SUPREME
5270,185,YES,77831,FAMILY.MEDIUM,Domestic,6,SIX,BLUE,OLDSMOBILE,GA,OLDSMOBILE.CIERA
6811,116,YES,63373,FAMILY.LARGE,Domestic,7,SEVEN+,SILVER,PONTIAC,FL,PONTIAC.BONNEVILLE
3690,147,YES,67882,ECONOMY,Domestic,7,SEVEN+,GREEN,FORD,FL,FORD.ESCORT
5065,111,YES,68932,FAMILY.LARGE,Domestic,7,SEVEN+,RED,OLDSMOBILE,FL,OLDSMOBILE.88
4897,139,YES,77876,LUXURY,Import,6,SIX,GREEN,TOYOTA,TX,TOYOTA.COROLLA
6301,128,YES,13386,FAMILY.SMALL,Domestic,1,ONE-THREE,WHITE,CHEVROLET,CA,CHEVROLET.METRO
3749,143,YES,64675,FAMILY.MEDIUM,Import,5,FIVE,GREEN,KIA,AZ,KIA.SEPHIA
4413,103,YES,88424,FAMILY.MEDIUM,Import,8,SEVEN+,WHITE,TOYOTA,AZ,TOYOTA.COROLLA
4286,114,YES,59784,FAMILY.MEDIUM,Domestic,5,FIVE,GREEN,PLYMOUTH,AZ,PLYMOUTH.NEON
3956,130,YES,101064,FAMILY.MEDIUM,Domestic,7,SEVEN+,GREEN,DODGE,AZ,DODGE.INTREPID
4749,125,YES,68262,ECONOMY,Domestic,4,FOUR,GREEN,FORD,TX,FORD.ESCORT
6756,100,YES,99445,FAMILY.MEDIUM,Domestic,7,SEVEN+,WHITE,CHRYSLER,TX,CHRYSLER.CIRRUS
5704,141,YES,90577,FAMILY.SMALL,Import,7,SEVEN+,SILVER,TOYOTA,CA,TOYOTA.COROLLA
4885,116,YES,98279,LUXURY,Import,10,SEVEN+,WHITE,HONDA,TX,HONDA.ACCORD
5247,177,YES,78821,FAMILY.LARGE,Domestic,7,SEVEN+,GREEN,CHEVROLET,GA,CHEVROLET.LUMINA
5981,119,YES,103039,FAMILY.SMALL,Import,9,SEVEN+,BLUE,TOYOTA,CA,TOYOTA.CAMRY
6585,107,YES,74318,FAMILY.MEDIUM,Domestic,6,SIX,GREEN,DODGE,AZ,DODGE.INTREPID
5083,152,YES,89371,FAMILY.SMALL,Domestic,4,FOUR,WHITE,BUICK,GA,BUICK.SKYLARK
5186,119,YES,60963,FAMILY.SMALL,Import,5,FIVE,PURPLE,GEO,VA,GEO.PRIZM
5250,239,YES,78574,FAMILY.SMALL,Domestic,4,FOUR,WHITE,CHEVROLET,CA,CHEVROLET.CAVALIER
5358,159,YES,61438,ECONOMY,Import,5,FIVE,WHITE,MAZDA,TX,MAZDA.PROTEGE
5121,235,YES,75346,FAMILY.MEDIUM,Domestic,8,SEVEN+,PURPLE,BUICK,CA,BUICK.SKYLARK
4213,128,YES,69026,ECONOMY,Import,4,FOUR,WHITE,GEO,FL,GEO.METRO
5708,127,YES,102731,FAMILY.MEDIUM,Domestic,6,SIX,PURPLE,OLDSMOBILE,FL,OLDSMOBILE.CUTLASS SUPREME
3808,143,YES,103577,FAMILY.MEDIUM,Import,7,SEVEN+,SILVER,NISSAN,VA,NISSAN.SENTRA
5314,107,YES,93850,FAMILY.MEDIUM,Domestic,5,FIVE,GREEN,PONTIAC,FL,PONTIAC.GRAND PRIX
6085,140,YES,82371,FAMILY.MEDIUM,Domestic,6,SIX,BLUE,OLDSMOBILE,TX,OLDSMOBILE.CUTLASS SUPREME
4867,224,YES,65472,ECONOMY,Domestic,3,ONE-THREE,WHITE,CHEVROLET,GA,CHEVROLET.METRO
5945,113,YES,69452,LUXURY,Import,4,FOUR,WHITE,NISSAN,AZ,NISSAN.SENTRA
7420,145,YES,62600,FAMILY.MEDIUM,Domestic,5,FIVE,WHITE,FORD,NV,FORD.CONTOUR
4373,156,YES,79932,ECONOMY,Import,4,FOUR,BLUE,KIA,FL,KIA.SEPHIA
4966,127,YES,75582,FAMILY.MEDIUM,Domestic,6,SIX,RED,BUICK,FL,BUICK.LESABRE
3717,102,YES,103114,FAMILY.SMALL,Import,6,SIX,GREEN,MAZDA,FL,MAZDA.PROTEGE
4435,116,YES,76835,FAMILY.MEDIUM,Domestic,6,SIX,SILVER,FORD,CA,FORD.TAURUS
5014,130,YES,99354,LUXURY,Domestic,8,SEVEN+,SILVER,CADILLAC,CA,CADILLAC.DEVILLE
3721,102,YES,80548,LUXURY,Import,7,SEVEN+,GOLD,NISSAN,FL,NISSAN.SENTRA
6010,259,YES,69490,ECONOMY,Import,7,SEVEN+,SILVER,NISSAN,CA,NISSAN.SENTRA
5637,101,YES,64845,FAMILY.MEDIUM,Domestic,7,SEVEN+,WHITE,BUICK,CA,BUICK.REGAL
4331,116,YES,93703,FAMILY.LARGE,Domestic,7,SEVEN+,WHITE,OLDSMOBILE,TX,OLDSMOBILE.88
5734,115,YES,107677,LUXURY,Import,4,FOUR,BLUE,NISSAN,CA,NISSAN.ALTIMA
5325,91,YES,68640,FAMILY.MEDIUM,Domestic,5,FIVE,WHITE,OLDSMOBILE,VA,OLDSMOBILE.CUTLASS SUPREME
4835,100,YES,74797,FAMILY.MEDIUM,Domestic,8,SEVEN+,GOLD,OLDSMOBILE,FL,OLDSMOBILE.88
4899,109,YES,77334,FAMILY.MEDIUM,Domestic,6,SIX,BLUE,OLDSMOBILE,CA,OLDSMOBILE.CIERA
5357,99,YES,92293,LUXURY,Import,4,FOUR,SILVER,NISSAN,AZ,NISSAN.SENTRA
4190,119,YES,91684,FAMILY.MEDIUM,Domestic,7,SEVEN+,GREEN,PONTIAC,FL,PONTIAC.GRAND PRIX
4847,154,YES,56273,ECONOMY,Domestic,4,FOUR,PURPLE,FORD,FL,FORD.ESCORT
3220,115,YES,98636,LUXURY,Import,7,SEVEN+,WHITE,TOYOTA,TX,TOYOTA.COROLLA
5965,101,YES,67916,FAMILY.MEDIUM,Domestic,4,FOUR,RED,MERCURY,AZ,MERCURY.SABLE
5072,112,YES,39071,FAMILY.SMALL,Domestic,3,ONE-THREE,GREEN,CHEVROLET,CA,CHEVROLET.METRO
5770,113,YES,86928,FAMILY.SMALL,Import,5,FIVE,WHITE,NISSAN,CA,NISSAN.SENTRA
4150,108,YES,87197,FAMILY.MEDIUM,Domestic,5,FIVE,WHITE,CHEVROLET,CA,CHEVROLET.CORSICA
4735,124,YES,92294,ECONOMY,Import,5,FIVE,GREEN,TOYOTA,CA,TOYOTA.TERCEL
5927,119,YES,45342,FAMILY.MEDIUM,Domestic,5,FIVE,BLUE,FORD,AZ,FORD.CONTOUR
5748,121,YES,92393,FAMILY.MEDIUM,Domestic,7,SEVEN+,GOLD,PONTIAC,AZ,PONTIAC.BONNEVILLE
5811,107,YES,89961,LUXURY,Import,8,SEVEN+,PURPLE,NISSAN,CA,NISSAN.MAXIMA
5821,113,YES,99282,FAMILY.SMALL,Import,5,FIVE,WHITE,NISSAN,CA,NISSAN.SENTRA
7204,144,YES,87241,FAMILY.LARGE,Domestic,4,FOUR,GREEN,FORD,AZ,FORD.CROWN VICTORIA
5687,111,YES,77455,FAMILY.MEDIUM,Domestic,6,SIX,PURPLE,CHRYSLER,TX,CHRYSLER.CIRRUS
5978,235,YES,77507,ECONOMY,Domestic,5,FIVE,RED,BUICK,FL,BUICK.SKYLARK
6466,93,YES,103442,FAMILY.MEDIUM,Domestic,6,SIX,WHITE,FORD,AZ,FORD.CONTOUR
5649,122,YES,72032,FAMILY.LARGE,Domestic,5,FIVE,WHITE,PONTIAC,CA,PONTIAC.GRAND PRIX
4959,91,YES,47358,ECONOMY,Domestic,4,FOUR,WHITE,FORD,VA,FORD.ESCORT
5307,133,YES,81064,FAMILY.SMALL,Domestic,3,ONE-THREE,GREEN,BUICK,GA,BUICK.SKYLARK
5330,123,YES,95167,FAMILY.MEDIUM,Domestic,6,SIX,RED,DODGE,AZ,DODGE.INTREPID
4351,95,YES,79739,ECONOMY,Domestic,5,FIVE,RED,DODGE,FL,DODGE.NEON
4796,113,YES,90724,FAMILY.MEDIUM,Domestic,5,FIVE,GREEN,OLDSMOBILE,AZ,OLDSMOBILE.ACHIEVA
6156,95,YES,97570,FAMILY.MEDIUM,Domestic,7,SEVEN+,GREEN,CHRYSLER,NV,CHRYSLER.NEW YORKER
4925,151,YES,81946,FAMILY.MEDIUM,Domestic,6,SIX,WHITE,OLDSMOBILE,FL,OLDSMOBILE.CUTLASS SUPREME
4781,112,YES,96758,FAMILY.SMALL,Import,6,SIX,PURPLE,TOYOTA,CA,TOYOTA.COROLLA
5172,130,YES,86193,FAMILY.MEDIUM,Domestic,6,SIX,BLUE,OLDSMOBILE,FL,OLDSMOBILE.CUTLASS SUPREME
3404,93,YES,86420,FAMILY.MEDIUM,Domestic,6,SIX,BLUE,OLDSMOBILE,CA,OLDSMOBILE.CIERA
5042,123,YES,90715,FAMILY.LARGE,Domestic,6,SIX,GOLD,BUICK,CA,BUICK.LESABRE
4730,91,YES,96212,LUXURY,Import,9,SEVEN+,RED,TOYOTA,FL,TOYOTA.CAMRY
6442,95,YES,87087,FAMILY.LARGE,Import,9,SEVEN+,WHITE,TOYOTA,CA,TOYOTA.CAMRY
6178,102,YES,84155,FAMILY.MEDIUM,Domestic,4,FOUR,GREEN,PONTIAC,CA,PONTIAC.GRAND AM
4708,241,YES,62216,FAMILY.MEDIUM,Domestic,6,SIX,BLUE,OLDSMOBILE,FL,OLDSMOBILE.CIERA
3659,102,YES,76910,FAMILY.MEDIUM,Domestic,6,SIX,PURPLE,OLDSMOBILE,AZ,OLDSMOBILE.CIERA
5343,132,YES,75235,FAMILY.MEDIUM,Domestic,4,FOUR,GREEN,FORD,FL,FORD.TAURUS
4712,164,YES,97571,FAMILY.SMALL,Import,5,FIVE,RED,TOYOTA,GA,TOYOTA.COROLLA
4651,267,YES,86409,FAMILY.MEDIUM,Domestic,6,SIX,SILVER,OLDSMOBILE,VA,OLDSMOBILE.CIERA
6357,172,YES,82656,FAMILY.LARGE,Domestic,4,FOUR,GREEN,BUICK,AZ,BUICK.LESABRE
3932,116,YES,76897,FAMILY.SMALL,Import,6,SIX,PURPLE,GEO,AZ,GEO.PRIZM
6984,103,YES,14683,FAMILY.MEDIUM,Import,1,ONE-THREE,GREEN,DAEWOO,AZ,DAEWOO.NUBIRA
3532,124,YES,83399,ECONOMY,Import,4,FOUR,BLACK,KIA,TX,KIA.SEPHIA
4708,120,YES,58297,ECONOMY,Import,6,SIX,BLUE,TOYOTA,GA,TOYOTA.TERCEL
7135,135,YES,80053,FAMILY.LARGE,Domestic,4,FOUR,GREEN,CHEVROLET,CA,CHEVROLET.LUMINA
4678,101,YES,80765,ECONOMY,Domestic,4,FOUR,PURPLE,FORD,GA,FORD.ESCORT
4247,120,YES,88684,FAMILY.LARGE,Domestic,8,SEVEN+,GOLD,BUICK,VA,BUICK.LESABRE
4670,105,YES,59057,FAMILY.MEDIUM,Domestic,4,FOUR,GOLD,BUICK,FL,BUICK.SKYLARK
3350,128,YES,101546,ECONOMY,Import,7,SEVEN+,WHITE,NISSAN,CA,NISSAN.SENTRA
4334,136,YES,72913,FAMILY.MEDIUM,Domestic,5,FIVE,GREEN,DODGE,AZ,DODGE.NEON
4938,121,YES,85330,FAMILY.LARGE,Domestic,5,FIVE,GREEN,CHEVROLET,AZ,CHEVROLET.LUMINA
6123,217,YES,91249,LUXURY,Import,4,FOUR,WHITE,NISSAN,FL,NISSAN.ALTIMA
4478,103,YES,81451,FAMILY.MEDIUM,Domestic,6,SIX,GOLD,BUICK,AZ,BUICK.CENTURY
5248,101,YES,96111,FAMILY.SMALL,Import,5,FIVE,BLUE,NISSAN,CA,NISSAN.SENTRA
4730,110,YES,98477,FAMILY.LARGE,Domestic,6,SIX,BLUE,CHEVROLET,CA,CHEVROLET.LUMINA
6517,230,YES,15804,FAMILY.MEDIUM,Import,1,ONE-THREE,WHITE,DAEWOO,VA,DAEWOO.LANOS
5078,109,YES,93324,FAMILY.MEDIUM,Domestic,7,SEVEN+,GREEN,OLDSMOBILE,CA,OLDSMOBILE.98
4398,99,YES,67615,FAMILY.MEDIUM,Domestic,6,SIX,BLUE,FORD,NV,FORD.TAURUS
3627,150,YES,82791,ECONOMY,Domestic,5,FIVE,GREEN,MERCURY,CA,MERCURY.TRACER
4901,124,YES,87189,FAMILY.MEDIUM,Domestic,6,SIX,PURPLE,PONTIAC,FL,PONTIAC.GRAND AM
6328,109,YES,84453,FAMILY.SMALL,Import,5,FIVE,GREEN,TOYOTA,CA,TOYOTA.COROLLA
4072,107,YES,53304,FAMILY.SMALL,Domestic,5,FIVE,RED,DODGE,AZ,DODGE.NEON
5452,197,YES,102415,FAMILY.LARGE,Domestic,4,FOUR,SILVER,CHEVROLET,GA,CHEVROLET.LUMINA
5947,109,YES,80281,FAMILY.MEDIUM,Domestic,8,SEVEN+,SILVER,OLDSMOBILE,GA,OLDSMOBILE.98
3981,106,YES,101150,FAMILY.MEDIUM,Import,7,SEVEN+,SILVER,NISSAN,AZ,NISSAN.SENTRA
5784,139,YES,83708,FAMILY.MEDIUM,Domestic,5,FIVE,BLACK,BUICK,CA,BUICK.REGAL
5634,198,YES,106860,FAMILY.SMALL,Import,5,FIVE,PURPLE,NISSAN,AZ,NISSAN.SENTRA
5753,165,YES,82166,FAMILY.MEDIUM,Domestic,6,SIX,SILVER,DODGE,AZ,DODGE.NEON
6743,174,YES,79328,FAMILY.MEDIUM,Domestic,7,SEVEN+,RED,CHRYSLER,TX,CHRYSLER.CIRRUS
4845,195,YES,97976,FAMILY.MEDIUM,Domestic,7,SEVEN+,PURPLE,BUICK,GA,BUICK.REGAL
4735,99,YES,71035,FAMILY.SMALL,Import,3,ONE-THREE,GOLD,MAZDA,VA,MAZDA.PROTEGE
4556,91,YES,72894,FAMILY.LARGE,Domestic,5,FIVE,SILVER,DODGE,VA,DODGE.INTREPID
4796,93,YES,41259,FAMILY.MEDIUM,Domestic,6,SIX,WHITE,OLDSMOBILE,FL,OLDSMOBILE.ACHIEVA
5693,94,YES,70381,LUXURY,Domestic,7,SEVEN+,GREEN,PONTIAC,CA,PONTIAC.BONNEVILLE
7801,123,YES,18136,FAMILY.LARGE,Import,1,ONE-THREE,WHITE,DAEWOO,AZ,DAEWOO.LEGANZA
4366,108,YES,62115,ECONOMY,Domestic,4,FOUR,GREEN,FORD,FL,FORD.ESCORT
5697,141,YES,104598,FAMILY.MEDIUM,Domestic,6,SIX,WHITE,PONTIAC,FL,PONTIAC.GRAND AM
4373,222,YES,105477,LUXURY,Import,7,SEVEN+,GOLD,MAZDA,FL,MAZDA.PROTEGE
4008,113,YES,80423,FAMILY.LARGE,Domestic,8,SEVEN+,WHITE,OLDSMOBILE,CA,OLDSMOBILE.88
6048,174,YES,61650,FAMILY.MEDIUM,Domestic,6,SIX,BLUE,BUICK,TX,BUICK.REGAL
6505,106,YES,84510,FAMILY.LARGE,Domestic,4,FOUR,GOLD,BUICK,GA,BUICK.LESABRE
6223,114,YES,67961,FAMILY.MEDIUM,Import,8,SEVEN+,BLUE,NISSAN,CA,NISSAN.ALTIMA
4364,94,YES,60468,FAMILY.LARGE,Domestic,8,SEVEN+,WHITE,OLDSMOBILE,AZ,OLDSMOBILE.88
6493,122,YES,64282,FAMILY.MEDIUM,Domestic,5,FIVE,SILVER,CHRYSLER,AZ,CHRYSLER.CIRRUS
4320,177,YES,81560,ECONOMY,Domestic,6,SIX,RED,PLYMOUTH,FL,PLYMOUTH.NEON
6116,140,YES,70516,FAMILY.MEDIUM,Domestic,6,SIX,BLUE,BUICK,VA,BUICK.REGAL
4969,205,YES,71908,ECONOMY,Domestic,5,FIVE,GREEN,DODGE,FL,DODGE.NEON
4668,101,YES,92256,FAMILY.MEDIUM,Domestic,3,ONE-THREE,WHITE,OLDSMOBILE,GA,OLDSMOBILE.ACHIEVA
4676,192,YES,63562,FAMILY.MEDIUM,Domestic,6,SIX,SILVER,CHEVROLET,AZ,CHEVROLET.CORSICA
4717,249,YES,96257,FAMILY.LARGE,Domestic,5,FIVE,GREEN,BUICK,GA,BUICK.CENTURY
5711,117,YES,12503,FAMILY.MEDIUM,Import,1,ONE-THREE,RED,DAEWOO,AZ,DAEWOO.LANOS
5005,137,YES,56225,FAMILY.MEDIUM,Domestic,5,FIVE,GREEN,BUICK,AZ,BUICK.SKYLARK
4832,100,YES,81672,FAMILY.MEDIUM,Domestic,4,FOUR,WHITE,CHEVROLET,VA,CHEVROLET.LUMINA
6140,204,YES,62928,ECONOMY,Domestic,3,ONE-THREE,GREEN,PONTIAC,TX,PONTIAC.SUNFIRE
5220,114,YES,81312,FAMILY.MEDIUM,Domestic,7,SEVEN+,GREEN,FORD,FL,FORD.TAURUS
5725,121,YES,87679,FAMILY.MEDIUM,Import,5,FIVE,WHITE,TOYOTA,AZ,TOYOTA.COROLLA
4694,127,YES,72587,FAMILY.SMALL,Import,7,SEVEN+,SILVER,MAZDA,AZ,MAZDA.PROTEGE
6654,128,YES,68058,FAMILY.MEDIUM,Domestic,4,FOUR,GREEN,OLDSMOBILE,CA,OLDSMOBILE.ACHIEVA
4215,136,YES,57400,ECONOMY,Import,4,FOUR,GREEN,GEO,FL,GEO.METRO
5630,117,YES,88560,ECONOMY,Import,6,SIX,BLUE,TOYOTA,CA,TOYOTA.COROLLA
4787,94,YES,69984,FAMILY.LARGE,Domestic,8,SEVEN+,WHITE,OLDSMOBILE,CA,OLDSMOBILE.CUTLASS SUPREME
4695,104,YES,64859,ECONOMY,Import,6,SIX,BLUE,TOYOTA,CA,TOYOTA.TERCEL
8332,120,YES,85798,LUXURY,Import,8,SEVEN+,PURPLE,MITSUBISHI,TX,MITSUBISHI.DIAMANTE
4796,100,YES,100489,FAMILY.SMALL,Import,8,SEVEN+,WHITE,TOYOTA,CA,TOYOTA.COROLLA
4799,96,YES,92513,FAMILY.LARGE,Domestic,7,SEVEN+,WHITE,MERCURY,VA,MERCURY.GRAND MARQUIS
5482,98,YES,91191,FAMILY.MEDIUM,Domestic,6,SIX,GOLD,OLDSMOBILE,TX,OLDSMOBILE.CUTLASS SUPREME
5849,95,YES,66164,FAMILY.SMALL,Domestic,4,FOUR,GREEN,CHEVROLET,AZ,CHEVROLET.CAVALIER
4437,94,YES,71866,LUXURY,Import,7,SEVEN+,BLUE,NISSAN,FL,NISSAN.SENTRA
3590,175,YES,83422,FAMILY.MEDIUM,Domestic,8,SEVEN+,SILVER,BUICK,FL,BUICK.CENTURY
5777,130,YES,75988,ECONOMY,Domestic,3,ONE-THREE,BLUE,DODGE,TX,DODGE.NEON
4486,98,YES,85061,FAMILY.MEDIUM,Domestic,7,SEVEN+,BLUE,BUICK,AZ,BUICK.LESABRE
6459,239,YES,20103,FAMILY.MEDIUM,Import,2,ONE-THREE,WHITE,DAEWOO,FL,DAEWOO.LANOS
5275,108,YES,70679,ECONOMY,Import,6,SIX,PURPLE,NISSAN,TX,NISSAN.SENTRA
5711,133,YES,13050,FAMILY.MEDIUM,Import,2,ONE-THREE,WHITE,DAEWOO,AZ,DAEWOO.LANOS
3287,99,YES,101346,FAMILY.MEDIUM,Domestic,10,SEVEN+,PURPLE,BUICK,AZ,BUICK.LESABRE
3945,92,YES,46318,ECONOMY,Import,4,FOUR,WHITE,KIA,TX,KIA.SEPHIA
6110,194,YES,69659,FAMILY.MEDIUM,Domestic,4,FOUR,GOLD,CHEVROLET,VA,CHEVROLET.LUMINA
5701,128,YES,19646,FAMILY.MEDIUM,Import,2,ONE-THREE,SILVER,DAEWOO,TX,DAEWOO.LANOS
5143,92,YES,74530,ECONOMY,Domestic,5,FIVE,GREEN,CHEVROLET,FL,CHEVROLET.CAVALIER
4591,94,YES,87953,FAMILY.LARGE,Domestic,8,SEVEN+,GREEN,BUICK,VA,BUICK.LESABRE
2180,128,YES,108266,FAMILY.MEDIUM,Domestic,10,SEVEN+,SILVER,BUICK,VA,BUICK.CENTURY
